-1.19294e-07, -3.92911e-07
-3.68574e-07, -5.7874e-07
-6.51509e-07, -8.49418e-07
-9.85039e-07, -1.0073e-06
-1.36827e-06, -8.69536e-07
-1.77878e-06, -3.55542e-07
-2.17169e-06, 4.5289e-07
-2.482e-06, 1.30147e-06
-2.63084e-06, 1.82246e-06
-2.5342e-06, 1.66015e-06
-2.1135e-06, 6.28503e-07
-1.30814e-06, -1.15475e-06
-8.95384e-08, -3.21882e-06
1.52617e-06, -4.82307e-06
3.46855e-06, -5.18085e-06
5.60836e-06, -3.76828e-06
7.75862e-06, -6.19188e-07
9.68237e-06, 3.52949e-06
1.11085e-05, 7.33731e-06
1.17556e-05, 9.23365e-06
1.13615e-05, 7.98328e-06
9.71882e-06, 3.26247e-06
6.70895e-06, -3.98548e-06
2.33424e-06, -1.16096e-05
-3.25704e-06, -1.6803e-05
-9.75665e-06, -1.70398e-05
-1.66974e-05, -1.11149e-05
-2.34726e-05, 9.96036e-08
-2.9374e-05, 1.35413e-05
-3.36472e-05, 2.46639e-05
-3.55621e-05, 2.88572e-05
-3.44918e-05, 2.31803e-05
-2.99961e-05, 7.79625e-06
-2.18984e-05, -1.3489e-05
-1.03479e-05, -3.39639e-05
4.14291e-06, -4.5979e-05
2.06912e-05, -4.3622e-05
3.80732e-05, -2.52189e-05
5.47916e-05, 5.3104e-06
6.91823e-05, 3.89462e-05
7.95523e-05, 6.40325e-05
8.434e-05, 7.01198e-05
8.22845e-05, 5.19824e-05
7.25886e-05, 1.23483e-05
5.50578e-05, -3.78637e-05
3.02001e-05, -8.22644e-05
-7.28409e-07, -0.000104121
-3.57465e-05, -9.23603e-05
-7.22421e-05, -4.63767e-05
-0.000107138, 2.22727e-05
-0.000137118, 9.23367e-05
-0.000158911, 0.000139175
-0.00016959, 0.000143133
-0.000166888, 9.72231e-05
-0.000149478, 1.12529e-05
-0.000117197, -8.95368e-05
-7.11915e-05, -0.000171528
-1.39531e-05, -0.000203639
5.07617e-05, -0.000168651
0.000118138, -7.09469e-05
0.000182623, 6.25299e-05
0.000238354, 0.000189204
0.000279639, 0.000264119
0.000301488, 0.000255499
0.000300117, 0.000157352
0.000273395, -5.6758e-06
0.000221189, -0.000183726
0.000145556, -0.00031658
5.07594e-05, -0.000353668
-5.69066e-05, -0.000272693
-0.000169488, -9.01773e-05
-0.000277917, 0.000140549
-0.000372709, 0.000344421
-0.000444741, 0.000448709
-0.00048607, 0.000408479
-0.000490716, 0.000224686
-0.00045532, -5.21036e-05
-0.000379648, -0.000334894
-0.000266843, -0.000527223
-0.000123416, -0.000555679
4.10563e-05, -0.000397131
0.000214522, -9.07787e-05
0.000383298, 0.000270374
0.000533106, 0.000567297
0.000650243, 0.000693832
0.00072277, 0.000594117
0.000741643, 0.00028548
0.000701661, -0.000142162
0.00060216, -0.000551882
0.000447359, -0.000803281
0.000246322, -0.000800229
1.2506e-05, -0.000526701
-0.000237088, -5.75715e-05
-0.000483111, 0.000460964
-0.000705336, 0.000856612
-0.000884281, 0.000987981
-0.00100287, 0.000794579
-0.00104797, 0.000322258
-0.00101172, -0.000286024
-0.000892463, -0.000833054
-0.000695217, -0.00113113
-0.000431631, -0.00106616
-0.000119378, -0.000640361
0.000218981, 2.22767e-05
0.000557592, 0.000711467
0.000869258, 0.00119722
0.0011276, 0.00130646
0.00130925, 0.00098426
0.00139589, 0.00031801
0.00137602, -0.000485243
0.00124617, -0.00116298
0.00101159, -0.001483
0.000686195, -0.00132284
0.000291847, -0.000715623
-0.000143092, 0.000154495
-0.000585762, 0.0010079
-0.00100127, 0.00155947
-0.00135545, 0.00161386
-0.0016176, 0.0011344
-0.00176315, 0.000261213
-0.00177589, -0.000729268
-0.00164955, -0.00151188
-0.00138874, -0.00181972
-0.00100896, -0.00153519
-0.000535801, -0.000734033
-3.20319e-06, 0.000333857
0.000548924, 0.00132246
0.0010777, 0.00190207
0.00154061, 0.00186951
0.00189892, 0.0012192
0.00212088, 0.000150281
0.00218451, -0.000994371
0.00207968, -0.00183848
0.00180928, -0.0020965
0.00138936, -0.00167043
0.000848333, -0.000686385
0.000225008, 0.000542501
-0.000434153, 0.00161611
-0.00107852, 0.00217815
-0.00165721, 0.00203486
-0.0021231, 0.00122184
-0.00243667, -3.93519e-06
-0.00256936, -0.00124573
-0.00250612, -0.00209601
-0.00224688, -0.00227083
-0.00180704, -0.00170501
-0.00121651, -0.000576182
-0.000517774, 0.000751239
0.000237205, 0.00184427
0.000990882, 0.00234335
0.00168454, 0.00208116
0.00226289, 0.00113901
0.00267851, -0.00017852
0.00289575, -0.00144257
0.00289377, -0.00224035
0.00266846, -0.00231071
0.00223308, -0.00163005
0.00161758, -0.000420287
0.000866483, 0.000923931
3.56803e-05, 0.00196471
-0.000811773, 0.00236439
-0.00161049, 0.0019957
-0.00229785, 0.000982518
-0.00281894, -0.000341974
-0.00313099, -0.0015455
-0.00320688, -0.0022386
-0.00303751, -0.00220142
-0.00263271, -0.00145384
-0.00202076, -0.000246365
-0.00124637, 0.00102419
-0.000367416, 0.00194592
0.00054946, 0.00222617
0.00143396, 0.00178498
0.00221756, 0.000777586
0.00283889, -0.000460213
0.00324861, -0.0015246
0.00341332, -0.00207628
0.00331833, -0.00194927
0.00296896, -0.00120083
0.00239024, -8.75304e-05
0.00162513, 0.00102303
0.000731286, 0.00177425
-0.000223352, 0.00193577
-0.00116578, 0.00147425
-0.0020236, 0.000558035
-0.00273061, -0.000503848
-0.00323202, -0.00136642
-0.00348872, -0.00176148
-0.00348038, -0.00158132
-0.00320706, -0.000907187
-0.00268927, 2.46584e-05
-0.00196638, 0.000905778
-0.0010936, 0.00145817
-0.000137698, 0.00152241
0.00082815, 0.00110316
0.00173008, 0.000359377
