C, 00, 00, 0, 0, 0, 0, 0.0031671, 0.0000790, 0.0001452, 0.0001273, 0.0001145, 0.0000220, 0.0001132, 0.0000113
C, 00, 00, 0, 0, 0, 0, 0.0041189, 0.0001150, 0.0002117, 0.0001855, 0.0001670, 0.0000320, 0.0001650, 0.0000167
C, 00, 00, 0, 0, 0, 0, 0.0040886, 0.0001277, 0.0002352, 0.0002063, 0.0001857, 0.0000356, 0.0001831, 0.0000189
C, 00, 00, 0, 0, 0, 0, 0.0047974, 0.0001283, 0.0002359, 0.0002071, 0.0001862, 0.0000355, 0.0001834, 0.0000186
C, 00, 00, 0, 0, 0, 0, 0.0052813, 0.0001225, 0.0002250, 0.0001975, 0.0001776, 0.0000337, 0.0001749, 0.0000177
C, 00, 00, 0, 0, 0, 0, 0.0051874, 0.0001137, 0.0002088, 0.0001831, 0.0001647, 0.0000313, 0.0001624, 0.0000165
C, 00, 00, 0, 0, 0, 0, 0.0048041, 0.0001036, 0.0001905, 0.0001668, 0.0001502, 0.0000285, 0.0001480, 0.0000149
C, 00, 00, 0, 0, 0, 0, 0.0055851, 0.0000936, 0.0001722, 0.0001505, 0.0001357, 0.0000256, 0.0001336, 0.0000136
C, 00, 00, 0, 0, 0, 0, 0.0056001, 0.0000840, 0.0001548, 0.0001355, 0.0001220, 0.0000231, 0.0001199, 0.0000123
C, 00, 00, 0, 0, 0, 0, 0.0057211, 0.0000751, 0.0001383, 0.0001215, 0.0001093, 0.0000209, 0.0001072, 0.0000110
C, 00, 00, 0, 0, 0, 0, 0.0054193, 0.0000671, 0.0001233, 0.0001084, 0.0000975, 0.0000185, 0.0000960, 0.0000100
C, 00, 00, 0, 0, 0, 0, 0.0050774, 0.0000598, 0.0001096, 0.0000965, 0.0000868, 0.0000165, 0.0000856, 0.0000090
C, 00, 00, 0, 0, 0, 0, 0.0058932, 0.0000533, 0.0000977, 0.0000858, 0.0000771, 0.0000148, 0.0000762, 0.0000082
C, 00, 00, 0, 0, 0, 0, 0.0058171, 0.0000475, 0.0000869, 0.0000763, 0.0000686, 0.0000132, 0.0000678, 0.0000075
C, 00, 00, 0, 0, 0, 0, 0.0059105, 0.0000422, 0.0000772, 0.0000680, 0.0000610, 0.0000119, 0.0000604, 0.0000067
C, 00, 00, 0, 0, 0, 0, 0.0055840, 0.0000377, 0.0000687, 0.0000605, 0.0000543, 0.0000106, 0.0000537, 0.0000062
C, 00, 00, 0, 0, 0, 0, 0.0052052, 0.0000335, 0.0000610, 0.0000539, 0.0000483, 0.0000094, 0.0000478, 0.0000057
C, 00, 00, 0, 0, 0, 0, 0.0060214, 0.0000298, 0.0000544, 0.0000479, 0.0000430, 0.0000084, 0.0000426, 0.0000054
C, 00, 00, 0, 0, 0, 0, 0.0058948, 0.0000266, 0.0000485, 0.0000426, 0.0000383, 0.0000076, 0.0000380, 0.0000048
C, 00, 00, 0, 0, 0, 0, 0.0059882, 0.0000238, 0.0000431, 0.0000379, 0.0000343, 0.0000070, 0.0000339, 0.0000043
C, 00, 00, 0, 0, 0, 0, 0.0056568, 0.0000213, 0.0000384, 0.0000338, 0.0000305, 0.0000062, 0.0000301, 0.0000041
C, 00, 00, 0, 0, 0, 0, 0.0052442, 0.0000190, 0.0000344, 0.0000300, 0.0000272, 0.0000057, 0.0000268, 0.0000037
C, 00, 00, 0, 0, 0, 0, 0.0060637, 0.0000169, 0.0000306, 0.0000268, 0.0000242, 0.0000051, 0.0000239, 0.0000033
C, 00, 00, 0, 0, 0, 0, 0.0058949, 0.0000151, 0.0000273, 0.0000238, 0.0000216, 0.0000046, 0.0000213, 0.0000030
