C, 00, 00, 0, 0, 0, 0, 0.0041465, 0.0000797, 0.0001439, 0.0001279, 0.0001144, 0.0000208, 0.0001128, 0.0000122
C, 00, 00, 0, 0, 0, 0, 0.0060417, 0.0001165, 0.0002099, 0.0001864, 0.0001668, 0.0000302, 0.0001647, 0.0000177
C, 00, 00, 0, 0, 0, 0, 0.0067086, 0.0001297, 0.0002332, 0.0002072, 0.0001851, 0.0000335, 0.0001830, 0.0000196
C, 00, 00, 0, 0, 0, 0, 0.0067272, 0.0001301, 0.0002339, 0.0002078, 0.0001855, 0.0000338, 0.0001834, 0.0000198
C, 00, 00, 0, 0, 0, 0, 0.0064216, 0.0001237, 0.0002231, 0.0001980, 0.0001768, 0.0000320, 0.0001751, 0.0000189
C, 00, 00, 0, 0, 0, 0, 0.0059592, 0.0001149, 0.0002069, 0.0001832, 0.0001640, 0.0000300, 0.0001622, 0.0000176
C, 00, 00, 0, 0, 0, 0, 0.0054355, 0.0001051, 0.0001884, 0.0001673, 0.0001498, 0.0000274, 0.0001476, 0.0000163
C, 00, 00, 0, 0, 0, 0, 0.0049033, 0.0000949, 0.0001701, 0.0001514, 0.0001355, 0.0000246, 0.0001335, 0.0000148
C, 00, 00, 0, 0, 0, 0, 0.0043993, 0.0000850, 0.0001528, 0.0001362, 0.0001215, 0.0000221, 0.0001203, 0.0000135
C, 00, 00, 0, 0, 0, 0, 0.0039463, 0.0000757, 0.0001368, 0.0001216, 0.0001084, 0.0000199, 0.0001077, 0.0000121
C, 00, 00, 0, 0, 0, 0, 0.0035263, 0.0000676, 0.0001222, 0.0001085, 0.0000967, 0.0000179, 0.0000959, 0.0000111
C, 00, 00, 0, 0, 0, 0, 0.0031402, 0.0000604, 0.0001088, 0.0000967, 0.0000861, 0.0000160, 0.0000856, 0.0000099
C, 00, 00, 0, 0, 0, 0, 0.0027924, 0.0000540, 0.0000967, 0.0000860, 0.0000766, 0.0000143, 0.0000763, 0.0000089
C, 00, 00, 0, 0, 0, 0, 0.0024884, 0.0000480, 0.0000859, 0.0000764, 0.0000681, 0.0000127, 0.0000678, 0.0000082
C, 00, 00, 0, 0, 0, 0, 0.0022216, 0.0000427, 0.0000765, 0.0000681, 0.0000605, 0.0000114, 0.0000602, 0.0000073
C, 00, 00, 0, 0, 0, 0, 0.0019819, 0.0000383, 0.0000680, 0.0000607, 0.0000538, 0.0000102, 0.0000535, 0.0000071
C, 00, 00, 0, 0, 0, 0, 0.0017635, 0.0000341, 0.0000604, 0.0000542, 0.0000479, 0.0000093, 0.0000475, 0.0000063
C, 00, 00, 0, 0, 0, 0, 0.0015721, 0.0000303, 0.0000537, 0.0000482, 0.0000427, 0.0000086, 0.0000424, 0.0000057
C, 00, 00, 0, 0, 0, 0, 0.0013978, 0.0000270, 0.0000478, 0.0000429, 0.0000380, 0.0000077, 0.0000378, 0.0000053
C, 00, 00, 0, 0, 0, 0, 0.0012541, 0.0000242, 0.0000425, 0.0000382, 0.0000339, 0.0000070, 0.0000336, 0.0000049
C, 00, 00, 0, 0, 0, 0, 0.0011175, 0.0000216, 0.0000379, 0.0000341, 0.0000303, 0.0000063, 0.0000299, 0.0000044
C, 00, 00, 0, 0, 0, 0, 0.0009950, 0.0000194, 0.0000340, 0.0000303, 0.0000272, 0.0000058, 0.0000266, 0.0000040
C, 00, 00, 0, 0, 0, 0, 0.0008887, 0.0000173, 0.0000302, 0.0000270, 0.0000244, 0.0000053, 0.0000237, 0.0000036
C, 00, 00, 0, 0, 0, 0, 0.0007928, 0.0000154, 0.0000268, 0.0000240, 0.0000219, 0.0000049, 0.0000212, 0.0000033
C, 00, 00, 0, 0, 0, 0, 0.0007146, 0.0000139, 0.0000239, 0.0000214, 0.0000195, 0.0000044, 0.0000189, 0.0000030
C, 00, 00, 0, 0, 0, 0, 0.0006391, 0.0000125, 0.0000212, 0.0000193, 0.0000174, 0.0000040, 0.0000168, 0.0000027
C, 00, 00, 0, 0, 0, 0, 0.0005689, 0.0000112, 0.0000189, 0.0000174, 0.0000156, 0.0000036, 0.0000150, 0.0000026
C, 00, 00, 0, 0, 0, 0, 0.0005125, 0.0000100, 0.0000168, 0.0000155, 0.0000140, 0.0000033, 0.0000134, 0.0000024
C, 00, 00, 0, 0, 0, 0, 0.0004620, 0.0000090, 0.0000150, 0.0000138, 0.0000125, 0.0000030, 0.0000120, 0.0000022
C, 00, 00, 0, 0, 0, 0, 0.0004186, 0.0000082, 0.0000133, 0.0000124, 0.0000111, 0.0000027, 0.0000108, 0.0000020
C, 00, 00, 0, 0, 0, 0, 0.0003795, 0.0000074, 0.0000120, 0.0000111, 0.0000101, 0.0000024, 0.0000097, 0.0000019
